Sales Id,Region,Country,Item Type,Sales Channel,Order Priority,,,
916,Central America and the Caribbean,Dominican Republic,Household,Offline,L,,,
917,Middle East and North Africa,Oman,Clothes,Offline,L,,,
918,Australia and Oceania,Fiji,Cosmetics,Offline,L,,,
919,Central America and the Caribbean,Barbados,Clothes,Online,L,,,
920,Europe,Georgia,Snacks,Online,C,,,
921,Europe,Malta,Fruits,Online,L,,,
922,Europe,Armenia,Baby Food,Offline,H,,,
923,Europe,France,Snacks,Offline,M,,,
924,Europe,Liechtenstein,Personal Care,Online,H,,,
925,Asia,Uzbekistan,Beverages,Online,M,,,
926,Central America and the Caribbean,Nicaragua,Meat,Offline,C,,,
927,Sub-Saharan Africa,Rwanda,Clothes,Offline,M,,,
928,Asia,Vietnam,Fruits,Online,M,,,
929,Sub-Saharan Africa,Guinea,Cosmetics,Offline,M,,,
930,Europe,Hungary,Baby Food,Online,M,,,
931,Europe,Portugal,Snacks,Offline,H,,,
932,Australia and Oceania,Solomon Islands,Beverages,Offline,C,,,
933,Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,H,,,
934,Sub-Saharan Africa,Uganda,Household,Online,M,,,
935,Central America and the Caribbean,Haiti,Fruits,Offline,H,,,
936,Europe,Cyprus,Snacks,Online,M,,,
937,Europe,Macedonia,Baby Food,Online,H,,,
938,Central America and the Caribbean,Trinidad and Tobago,Household,Online,M,,,
939,Sub-Saharan Africa,Cape Verde,Cosmetics,Offline,C,,,
940,Central America and the Caribbean,Costa Rica,Fruits,Offline,H,,,
941,Middle East and North Africa,Somalia,Cereal,Online,H,,,
942,Asia,Brunei,Fruits,Offline,L,,,
943,Asia,Taiwan,Beverages,Online,H,,,
944,Middle East and North Africa,Afghanistan,Vegetables,Online,C,,,
945,Central America and the Caribbean,Guatemala,Meat,Offline,H,,,
946,Europe,Latvia,Household,Offline,C,,,
947,Europe,Armenia,Personal Care,Online,C,,,
948,Europe,Montenegro,Vegetables,Offline,H,,,
949,Australia and Oceania,East Timor,Personal Care,Offline,H,,,
950,Middle East and North Africa,Lebanon,Cereal,Online,L,,,
951,Central America and the Caribbean,Grenada,Meat,Offline,M,,,
952,Sub-Saharan Africa,Seychelles ,Meat,Offline,L,,,
953,Central America and the Caribbean,Grenada,Office Supplies,Offline,L,,,
954,Sub-Saharan Africa,Nigeria,Snacks,Offline,L,,,
955,Europe,San Marino,Beverages,Offline,L,,,
956,Sub-Saharan Africa,Mauritius ,Baby Food,Online,H,,,
957,Asia,Indonesia,Vegetables,Online,C,,,
958,Sub-Saharan Africa,Republic of the Congo,Baby Food,Offline,L,,,
959,Europe,Czech Republic,Snacks,Online,M,,,
960,Sub-Saharan Africa,Republic of the Congo,Cereal,Offline,M,,,
961,Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Offline,L,,,
962,Middle East and North Africa,Somalia,Snacks,Online,M,,,
963,North America,Greenland,Clothes,Online,C,,,
964,Australia and Oceania,Palau,Baby Food,Offline,L,,,
965,Sub-Saharan Africa,Mauritius ,Cereal,Offline,L,,,
966,Sub-Saharan Africa,Mauritania,Meat,Online,M,,,
967,North America,Canada,Household,Online,H,,,
968,Australia and Oceania,Palau,Beverages,Online,M,,,
969,Australia and Oceania,Solomon Islands,Office Supplies,Online,C,,,
970,Sub-Saharan Africa,Nigeria,Office Supplies,Online,L,,,
971,Sub-Saharan Africa,Comoros,Beverages,Offline,M,,,
972,Asia,Thailand,Baby Food,Online,L,,,
973,Europe,Vatican City,Personal Care,Offline,M,,,
974,Sub-Saharan Africa,Equatorial Guinea,Personal Care,Online,M,,,
975,Europe,San Marino,Household,Offline,H,,,
976,Sub-Saharan Africa,Sao Tome and Principe,Personal Care,Online,M,,,
977,Sub-Saharan Africa,Seychelles ,Baby Food,Offline,H,,,
978,Sub-Saharan Africa,Togo,Vegetables,Online,L,,,
979,Middle East and North Africa,Somalia,Cosmetics,Offline,C,,,
980,Central America and the Caribbean,Antigua and Barbuda ,Snacks,Offline,M,,,
981,Europe,Liechtenstein,Household,Online,M,,,
982,Sub-Saharan Africa,Equatorial Guinea,Beverages,Online,M,,,
983,Europe,Lithuania,Personal Care,Offline,L,,,
984,Central America and the Caribbean,Panama,Baby Food,Offline,H,,,
985,North America,United States of America,Beverages,Offline,C,,,
986,Sub-Saharan Africa,Angola,Office Supplies,Online,L,,,
987,Europe,Ireland,Fruits,Offline,H,,,
988,Europe,Spain,Fruits,Online,H,,,
989,Sub-Saharan Africa,Chad,Baby Food,Online,C,,,
990,Asia,Malaysia,Cosmetics,Offline,L,,,
991,Central America and the Caribbean,Belize,Fruits,Online,L,,,
992,Central America and the Caribbean,Antigua and Barbuda ,Snacks,Online,C,,,
993,Europe,Andorra,Cereal,Offline,M,,,
994,Europe,Iceland,Office Supplies,Online,C,,,
995,Europe,Ireland,Beverages,Offline,H,,,
996,Middle East and North Africa,Libya,Beverages,Online,M,,,
997,Sub-Saharan Africa,Burkina Faso,Vegetables,Offline,M,,,
998,Australia and Oceania,Solomon Islands,Fruits,Offline,H,,,
999,Middle East and North Africa,Oman,Office Supplies,Online,L,,,
1000,Sub-Saharan Africa,Sierra Leone,Snacks,Online,M,,,
1001,Europe,Bosnia and Herzegovina,Cereal,Online,C,,,
1002,Europe,Belarus,Beverages,Online,L,,,
1003,Europe,Slovenia,Beverages,Offline,H,,,
1004,Australia and Oceania,Kiribati,Household,Offline,C,,,
1005,Central America and the Caribbean,Costa Rica,Office Supplies,Online,C,,,
1006,Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Online,H,,,
1007,Central America and the Caribbean,Grenada,Clothes,Offline,L,,,
1008,Sub-Saharan Africa,Mozambique,Household,Online,M,,,
1009,Sub-Saharan Africa,Sudan,Household,Online,M,,,
1010,Sub-Saharan Africa,Benin,Snacks,Online,H,,,
1011,Australia and Oceania,Palau,Baby Food,Online,M,,,
1012,Australia and Oceania,Fiji,Cosmetics,Online,M,,,
1013,Central America and the Caribbean,Saint Lucia,Cereal,Online,L,,,
1014,North America,Mexico,Meat,Online,H,,,
1015,Australia and Oceania,Samoa ,Baby Food,Online,H,,,
1016,Sub-Saharan Africa,Botswana,Vegetables,Online,M,,,
1017,Middle East and North Africa,Turkey,Clothes,Offline,L,,,
1018,Sub-Saharan Africa,Ethiopia,Snacks,Offline,L,,,
1019,Asia,Kazakhstan,Beverages,Offline,H,,,
1020,Europe,Netherlands,Fruits,Offline,C,,,
1021,Asia,Uzbekistan,Beverages,Online,H,,,
1022,Sub-Saharan Africa,Cameroon,Fruits,Offline,H,,,
1023,Central America and the Caribbean,Cuba,Baby Food,Offline,H,,,
1024,Sub-Saharan Africa,Angola,Vegetables,Online,M,,,
1025,Sub-Saharan Africa,Burkina Faso,Beverages,Online,M,,,
1026,Sub-Saharan Africa,Kenya,Clothes,Offline,M,,,
1027,Australia and Oceania,Tonga,Office Supplies,Online,L,,,
1028,Sub-Saharan Africa,Democratic Republic of the Congo,Household,Offline,C,,,
1029,Europe,Belgium,Snacks,Online,M,,,
1030,Europe,Macedonia,Household,Offline,L,,,
1031,Sub-Saharan Africa,Botswana,Office Supplies,Online,H,,,
1032,Asia,Japan,Meat,Offline,H,,,
1033,Europe,Liechtenstein,Baby Food,Online,H,,,
1034,Asia,Brunei,Fruits,Offline,L,,,
1035,Asia,Japan,Fruits,Offline,H,,,
1036,Asia,Cambodia,Cereal,Offline,H,,,
1037,Europe,Italy,Personal Care,Offline,L,,,
1038,Australia and Oceania,Samoa ,Household,Offline,L,,,
1039,Europe,Spain,Cereal,Offline,M,,,
1040,Asia,Kyrgyzstan,Personal Care,Online,M,,,
1041,Sub-Saharan Africa,Benin,Clothes,Online,H,,,
1042,Sub-Saharan Africa,Chad,Cosmetics,Offline,L,,,
1043,Europe,Norway,Cosmetics,Offline,C,,,
1044,Central America and the Caribbean,Cuba,Fruits,Offline,M,,,
1045,Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Offline,M,,,
1046,Central America and the Caribbean,Haiti,Snacks,Online,L,,,
1047,Europe,Bulgaria,Household,Online,C,,,
1048,Australia and Oceania,Samoa ,Office Supplies,Offline,M,,,
1049,Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,M,,,
1050,Asia,Philippines,Cereal,Online,L,,,
1051,Europe,San Marino,Beverages,Offline,M,,,
1052,Central America and the Caribbean,Trinidad and Tobago,Cereal,Offline,L,,,
1053,Europe,Denmark,Fruits,Online,L,,,
1054,Central America and the Caribbean,Costa Rica,Cereal,Offline,L,,,
1055,Europe,Germany,Baby Food,Offline,H,,,
1056,Asia,India,Personal Care,Offline,C,,,
1057,Sub-Saharan Africa,Sao Tome and Principe,Cereal,Offline,L,,,
1058,Europe,Netherlands,Beverages,Offline,C,,,
1059,Europe,Germany,Cosmetics,Offline,M,,,
1060,Europe,Sweden,Cosmetics,Offline,H,,,
1061,Sub-Saharan Africa,Cameroon,Household,Offline,L,,,
1062,Asia,Tajikistan,Baby Food,Online,H,,,
1063,Sub-Saharan Africa,Swaziland,Clothes,Online,H,,,
1064,Europe,San Marino,Baby Food,Offline,L,,,
1065,Middle East and North Africa,United Arab Emirates,Fruits,Online,L,,,
1066,Asia,Bangladesh,Office Supplies,Offline,M,,,
1067,Europe,Georgia,Snacks,Offline,L,,,
1068,Europe,Greece,Fruits,Offline,H,,,
1069,Australia and Oceania,Papua New Guinea,Beverages,Offline,C,,,
1070,Europe,Slovenia,Office Supplies,Online,H,,,
1071,Middle East and North Africa,Azerbaijan,Clothes,Offline,M,,,
1072,Central America and the Caribbean,Barbados,Fruits,Offline,H,,,
1073,Middle East and North Africa,Oman,Cereal,Online,H,,,
1074,Asia,Bhutan,Cosmetics,Offline,C,,,
1075,Sub-Saharan Africa,Chad,Personal Care,Online,C,,,
1076,Europe,Slovakia,Cosmetics,Online,H,,,
1077,Europe,Macedonia,Clothes,Online,M,,,
1078,Australia and Oceania,Federated States of Micronesia,Baby Food,Online,C,,,
1079,Europe,Lithuania,Household,Online,H,,,
1080,North America,United States of America,Fruits,Online,M,,,
1081,Australia and Oceania,Samoa ,Fruits,Offline,C,,,
1082,Sub-Saharan Africa,Republic of the Congo,Cosmetics,Offline,M,,,
1083,Sub-Saharan Africa,Botswana,Cosmetics,Offline,C,,,
1084,Asia,Uzbekistan,Household,Online,H,,,
1085,Europe,Belarus,Clothes,Offline,M,,,
1086,Sub-Saharan Africa,Cote d'Ivoire,Household,Offline,C,,,
1087,Sub-Saharan Africa,Togo,Fruits,Online,M,,,
1088,Sub-Saharan Africa,Benin,Household,Online,H,,,
1089,Sub-Saharan Africa,Kenya,Personal Care,Online,M,,,
1090,Europe,Ireland,Beverages,Online,C,,,
1091,Europe,Slovenia,Fruits,Online,L,,,
1092,North America,United States of America,Office Supplies,Online,M,,,
1093,Sub-Saharan Africa,Rwanda,Snacks,Online,M,,,
1094,Asia,Myanmar,Cereal,Offline,M,,,
1095,Sub-Saharan Africa,South Africa,Vegetables,Online,M,,,
1096,Middle East and North Africa,Iraq,Fruits,Online,C,,,
1097,Sub-Saharan Africa,Sudan,Snacks,Offline,L,,,
1098,Middle East and North Africa,Tunisia ,Vegetables,Offline,H,,,
1099,Europe,Monaco,Clothes,Offline,H,,,
1100,Australia and Oceania,Samoa ,Fruits,Online,H,,,
1101,Europe,Croatia,Household,Online,M,,,
1102,Europe,Andorra,Beverages,Online,H,,,
1103,Central America and the Caribbean,Cuba,Household,Offline,C,,,
1104,Europe,Estonia,Clothes,Offline,L,,,
1105,North America,Greenland,Household,Online,M,,,
1106,Central America and the Caribbean,Costa Rica,Cereal,Offline,C,,,
1107,Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Online,H,,,
1108,Sub-Saharan Africa,Benin,Beverages,Offline,L,,,
1109,Australia and Oceania,New Zealand,Baby Food,Online,L,,,
1110,North America,United States of America,Baby Food,Offline,H,,,
1111,Europe,Andorra,Beverages,Offline,L,,,
1112,Europe,Ireland,Beverages,Offline,M,,,
1113,Australia and Oceania,Tonga,Beverages,Offline,M,,,
1114,Central America and the Caribbean,Grenada,Beverages,Offline,C,,,
1115,Central America and the Caribbean,Panama,Household,Online,L,,,
1116,Sub-Saharan Africa,South Sudan,Cereal,Offline,M,,,
1117,Asia,China,Household,Online,L,,,
1118,Asia,Vietnam,Cereal,Offline,H,,,
1119,Middle East and North Africa,Libya,Beverages,Online,C,,,
1120,Central America and the Caribbean,Belize,Personal Care,Offline,H,,,
1121,Europe,Serbia,Vegetables,Offline,M,,,
1122,Central America and the Caribbean,Cuba,Household,Online,C,,,
1123,Europe,Liechtenstein,Household,Online,C,,,
1124,Sub-Saharan Africa,Senegal,Personal Care,Offline,M,,,
1125,Sub-Saharan Africa,Ghana,Fruits,Offline,M,,,
1126,Europe,Cyprus,Beverages,Online,M,,,
1127,Central America and the Caribbean,Jamaica,Vegetables,Online,H,,,
1128,Middle East and North Africa,Afghanistan,Vegetables,Offline,H,,,
1129,Europe,Andorra,Household,Online,H,,,
1130,Sub-Saharan Africa,Ghana,Baby Food,Offline,M,,,
1131,Europe,Andorra,Baby Food,Online,M,,,
1132,Sub-Saharan Africa,Sao Tome and Principe,Cereal,Online,C,,,
1133,Europe,Malta,Household,Online,H,,,
1134,Europe,Czech Republic,Fruits,Offline,M,,,
1135,Sub-Saharan Africa,Guinea,Beverages,Online,L,,,
1136,Europe,Hungary,Baby Food,Online,H,,,
1137,Central America and the Caribbean,Honduras,Personal Care,Offline,H,,,
1138,Europe,Lithuania,Clothes,Online,C,,,
1139,Europe,Ukraine,Vegetables,Online,C,,,
1140,Asia,Sri Lanka,Office Supplies,Offline,H,,,
1141,Middle East and North Africa,United Arab Emirates,Personal Care,Online,M,,,
1142,Europe,Luxembourg,Clothes,Online,H,,,
1143,Sub-Saharan Africa,Zambia,Meat,Offline,M,,,
1144,Europe,Serbia,Office Supplies,Offline,C,,,
1145,Sub-Saharan Africa,The Gambia,Beverages,Offline,M,,,
1146,Sub-Saharan Africa,Ethiopia,Personal Care,Online,H,,,
1147,Europe,Germany,Personal Care,Offline,C,,,
1148,Sub-Saharan Africa,Swaziland,Fruits,Online,M,,,
1149,Europe,Ukraine,Clothes,Offline,H,,,
1150,Sub-Saharan Africa,Mozambique,Vegetables,Offline,C,,,
1151,Europe,Andorra,Clothes,Offline,L,,,
1152,Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,C,,,
1153,Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,L,,,
1154,Asia,Kazakhstan,Fruits,Online,L,,,
1155,Asia,Laos,Vegetables,Online,C,,,
1156,Europe,Monaco,Office Supplies,Online,H,,,
1157,Europe,Norway,Baby Food,Offline,L,,,
1158,Sub-Saharan Africa,Mauritius ,Personal Care,Offline,H,,,
1159,Asia,Uzbekistan,Meat,Offline,H,,,
1160,Europe,Ireland,Cosmetics,Online,M,,,
1161,Europe,Monaco,Clothes,Offline,L,,,
1162,North America,United States of America,Personal Care,Offline,L,,,
1163,Sub-Saharan Africa,Swaziland,Meat,Offline,L,,,
1164,Australia and Oceania,Tuvalu,Household,Online,M,,,
1165,Europe,Bosnia and Herzegovina,Baby Food,Online,M,,,
1166,Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Offline,H,,,
1167,Sub-Saharan Africa,Cote d'Ivoire,Office Supplies,Online,L,,,
1168,Sub-Saharan Africa,Botswana,Cereal,Offline,M,,,
1169,Europe,Romania,Snacks,Online,C,,,
1170,Europe,Sweden,Fruits,Online,M,,,
1171,Asia,Laos,Household,Online,C,,,
1172,Sub-Saharan Africa,Mauritius ,Household,Online,M,,,
1173,Europe,Czech Republic,Meat,Offline,M,,,
1174,North America,Mexico,Vegetables,Offline,C,,,
1175,Europe,Bosnia and Herzegovina,Vegetables,Online,M,,,
1176,Sub-Saharan Africa,Sao Tome and Principe,Household,Offline,M,,,
1177,Europe,Belgium,Fruits,Online,L,,,
1178,Middle East and North Africa,Bahrain,Baby Food,Offline,M,,,
1179,Sub-Saharan Africa,Senegal,Household,Online,M,,,
1180,Middle East and North Africa,Bahrain,Fruits,Offline,M,,,
1181,Sub-Saharan Africa,Kenya,Fruits,Online,C,,,
1182,Sub-Saharan Africa,Guinea-Bissau,Vegetables,Online,L,,,
1183,Asia,Tajikistan,Baby Food,Offline,C,,,
1184,Middle East and North Africa,Egypt,Household,Offline,L,,,
1185,Middle East and North Africa,Iran,Clothes,Offline,H,,,
1186,Sub-Saharan Africa,Kenya,Personal Care,Online,M,,,
1187,Europe,Sweden,Vegetables,Online,C,,,
1188,Europe,Albania,Cosmetics,Offline,C,,,
1189,Sub-Saharan Africa,Togo,Baby Food,Offline,M,,,
1190,Central America and the Caribbean,Dominica,Cereal,Online,C,,,
1191,Europe,Macedonia,Baby Food,Online,M,,,
1192,Sub-Saharan Africa,Sudan,Snacks,Offline,H,,,
1193,Europe,Georgia,Fruits,Online,L,,,
1194,Central America and the Caribbean,El Salvador,Snacks,Online,C,,,
1195,Middle East and North Africa,United Arab Emirates,Fruits,Online,M,,,
1196,Europe,Liechtenstein,Cereal,Online,L,,,
1197,Australia and Oceania,Marshall Islands,Personal Care,Offline,C,,,
1198,Middle East and North Africa,Pakistan,Fruits,Offline,C,,,
1199,Europe,Norway,Fruits,Offline,C,,,
1200,Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,,,
1201,Asia,Maldives,Vegetables,Online,M,,,
1202,Sub-Saharan Africa,Sierra Leone,Meat,Online,H,,,
1203,Europe,Ireland,Vegetables,Online,H,,,
1204,Sub-Saharan Africa,Madagascar,Snacks,Offline,M,,,
1205,Middle East and North Africa,Bahrain,Household,Online,C,,,
1206,Australia and Oceania,Marshall Islands,Clothes,Online,M,,,
1207,Europe,Romania,Meat,Offline,C,,,
1208,Europe,Serbia,Clothes,Offline,L,,,
1209,Central America and the Caribbean,Grenada,Snacks,Online,M,,,
1210,Sub-Saharan Africa,Rwanda,Cosmetics,Offline,M,,,
1211,Asia,Taiwan,Cosmetics,Offline,M,,,
1212,Sub-Saharan Africa,Chad,Cereal,Online,H,,,
1213,Sub-Saharan Africa,Malawi,Baby Food,Offline,H,,,
1214,Australia and Oceania,Tonga,Cosmetics,Online,M,,,
1215,Sub-Saharan Africa,Democratic Republic of the Congo,Office Supplies,Online,M,,,
1216,Sub-Saharan Africa,Sierra Leone,Beverages,Online,H,,,
1217,Middle East and North Africa,Iran,Office Supplies,Offline,H,,,
1218,Sub-Saharan Africa,Guinea-Bissau,Clothes,Online,L,,,
1219,Sub-Saharan Africa,Chad,Personal Care,Online,M,,,
1220,Europe,Ireland,Household,Offline,H,,,
1221,Asia,Taiwan,Vegetables,Offline,M,,,
1222,Central America and the Caribbean,Haiti,Vegetables,Offline,L,,,
1223,Europe,Portugal,Snacks,Offline,C,,,
1224,Central America and the Caribbean,Saint Lucia,Vegetables,Offline,C,,,
1225,Asia,Japan,Beverages,Online,C,,,
1226,Sub-Saharan Africa,Zambia,Baby Food,Online,L,,,
1227,Europe,Lithuania,Vegetables,Online,M,,,
1228,Asia,Malaysia,Fruits,Online,C,,,
1229,Europe,Georgia,Meat,Offline,C,,,
1230,Asia,Laos,Baby Food,Offline,M,,,
1231,Australia and Oceania,Kiribati,Office Supplies,Offline,L,,,
1232,Asia,Laos,Household,Offline,M,,,
1233,Europe,Poland,Cereal,Online,C,,,
1234,Europe,Spain,Meat,Online,M,,,
1235,Europe,Romania,Fruits,Offline,L,,,
1236,Asia,Indonesia,Household,Online,M,,,
1237,Sub-Saharan Africa,Ghana,Cereal,Offline,M,,,
1238,Central America and the Caribbean,Grenada,Snacks,Online,C,,,
1239,Europe,Latvia,Baby Food,Online,L,,,
1240,Europe,Ireland,Personal Care,Offline,L,,,
1241,Sub-Saharan Africa,Botswana,Household,Offline,M,,,
1242,Sub-Saharan Africa,Liberia,Cosmetics,Online,H,,,
1243,Asia,Uzbekistan,Beverages,Online,L,,,
1244,Europe,Switzerland,Household,Offline,L,,,
1245,Central America and the Caribbean,El Salvador,Baby Food,Offline,L,,,
1246,Europe,Romania,Clothes,Offline,L,,,
1247,Asia,Nepal,Fruits,Online,M,,,
1248,Sub-Saharan Africa,Niger,Baby Food,Online,M,,,
1249,Australia and Oceania,Kiribati,Office Supplies,Offline,M,,,
1250,Asia,Indonesia,Clothes,Online,H,,,
1251,Sub-Saharan Africa,Botswana,Cosmetics,Offline,H,,,
1252,Sub-Saharan Africa,Gabon,Beverages,Online,L,,,
1253,Asia,Philippines,Baby Food,Offline,C,,,
1254,Sub-Saharan Africa,Zambia,Office Supplies,Online,C,,,
1255,Europe,Albania,Beverages,Online,C,,,
1256,Sub-Saharan Africa,Burkina Faso,Personal Care,Offline,M,,,
1257,Europe,Slovenia,Baby Food,Online,L,,,
1258,Europe,Slovakia,Beverages,Online,M,,,
1259,Europe,Bulgaria,Clothes,Offline,C,,,
1260,Asia,Brunei,Fruits,Offline,C,,,
1261,Europe,Vatican City,Household,Online,C,,,
1262,Middle East and North Africa,Iraq,Meat,Offline,L,,,
1263,Middle East and North Africa,Jordan,Snacks,Online,L,,,
1264,Middle East and North Africa,Bahrain,Cereal,Offline,H,,,
1265,Central America and the Caribbean,Grenada,Fruits,Offline,C,,,
1266,Europe,Kosovo,Office Supplies,Online,L,,,
1267,Europe,Croatia,Office Supplies,Offline,L,,,
1268,North America,Greenland,Vegetables,Offline,C,,,
1269,Asia,Thailand,Beverages,Online,M,,,
1270,North America,Canada,Snacks,Offline,M,,,
1271,Asia,Nepal,Clothes,Online,C,,,
1272,North America,Mexico,Fruits,Online,L,,,
1273,Europe,Switzerland,Snacks,Online,L,,,
1274,Asia,Bangladesh,Baby Food,Online,L,,,
1275,Australia and Oceania,East Timor,Beverages,Online,H,,,
1276,Central America and the Caribbean,Cuba,Cereal,Online,H,,,
1277,Middle East and North Africa,Algeria,Vegetables,Offline,M,,,
1278,Middle East and North Africa,Morocco,Cosmetics,Online,C,,,
1279,Middle East and North Africa,Qatar,Vegetables,Offline,L,,,
1280,Asia,Kyrgyzstan,Beverages,Online,M,,,
1281,Europe,Portugal,Household,Offline,H,,,
1282,Central America and the Caribbean,Barbados,Meat,Online,H,,,
1283,Europe,Liechtenstein,Baby Food,Online,H,,,
1284,Europe,Kosovo,Baby Food,Offline,L,,,
1285,Sub-Saharan Africa,Rwanda,Beverages,Offline,M,,,
1286,Europe,Russia,Fruits,Offline,H,,,
1287,Sub-Saharan Africa,Sao Tome and Principe,Vegetables,Online,H,,,
1288,Australia and Oceania,Samoa ,Household,Offline,L,,,
1289,Sub-Saharan Africa,Republic of the Congo,Vegetables,Online,L,,,
1290,Europe,Denmark,Personal Care,Offline,C,,,
1291,Australia and Oceania,Tonga,Office Supplies,Offline,M,,,
1292,Middle East and North Africa,Oman,Baby Food,Offline,L,,,
1293,Europe,Romania,Cosmetics,Offline,M,,,
1294,Central America and the Caribbean,The Bahamas,Clothes,Online,C,,,
1295,Middle East and North Africa,Libya,Personal Care,Online,H,,,
1296,Europe,Vatican City,Vegetables,Offline,L,,,
1297,Europe,Ukraine,Household,Online,H,,,
1298,Central America and the Caribbean,Antigua and Barbuda ,Cereal,Offline,L,,,
1299,Australia and Oceania,Fiji,Beverages,Online,C,,,
1300,Europe,Bulgaria,Snacks,Offline,L,,,
1301,Middle East and North Africa,Turkey,Beverages,Online,L,,,
1302,Sub-Saharan Africa,Cote d'Ivoire,Personal Care,Online,M,,,
1303,Central America and the Caribbean,Antigua and Barbuda ,Clothes,Offline,H,,,
1304,Australia and Oceania,Samoa ,Clothes,Online,M,,,
1305,Asia,Sri Lanka,Vegetables,Offline,H,,,
1306,Europe,San Marino,Personal Care,Offline,H,,,
1307,Europe,Serbia,Fruits,Online,C,,,
1308,Australia and Oceania,Australia,Fruits,Online,M,,,
1309,Europe,Russia,Baby Food,Offline,L,,,
1310,Middle East and North Africa,Pakistan,Vegetables,Offline,H,,,
1311,Asia,Turkmenistan,Household,Offline,H,,,
1312,Central America and the Caribbean,The Bahamas,Personal Care,Offline,M,,,
1313,Sub-Saharan Africa,Gabon,Cosmetics,Online,H,,,
1314,Europe,Germany,Cereal,Online,H,,,
1315,Sub-Saharan Africa,Togo,Cosmetics,Offline,L,,,
1316,Europe,Belarus,Beverages,Online,L,,,
1317,Europe,Germany,Cereal,Online,M,,,
1318,Europe,Belarus,Beverages,Online,H,,,
1319,Middle East and North Africa,Kuwait,Baby Food,Online,C,,,
1320,North America,Greenland,Meat,Offline,C,,,
1321,Sub-Saharan Africa,Central African Republic,Beverages,Online,C,,,
1322,Europe,Montenegro,Cereal,Offline,M,,,
1323,Europe,Malta,Office Supplies,Offline,M,,,
1324,Sub-Saharan Africa,Cameroon,Personal Care,Offline,M,,,
1325,Middle East and North Africa,Egypt,Beverages,Offline,H,,,
1326,Middle East and North Africa,Lebanon,Beverages,Offline,C,,,
1327,Australia and Oceania,Tuvalu,Personal Care,Offline,L,,,
1328,Middle East and North Africa,Azerbaijan,Office Supplies,Online,H,,,
1329,Middle East and North Africa,Jordan,Vegetables,Online,C,,,
1330,Australia and Oceania,Solomon Islands,Meat,Offline,M,,,
1331,Europe,Bulgaria,Clothes,Offline,L,,,
1332,Europe,France,Cosmetics,Online,C,,,
1333,Middle East and North Africa,Algeria,Vegetables,Online,M,,,
1334,Middle East and North Africa,Israel,Cosmetics,Offline,M,,,
1335,Sub-Saharan Africa,Guinea-Bissau,Cosmetics,Offline,C,,,
1336,Sub-Saharan Africa,Benin,Baby Food,Online,H,,,
1337,Europe,San Marino,Cereal,Online,H,,,
1338,Middle East and North Africa,Pakistan,Baby Food,Online,L,,,
1339,Sub-Saharan Africa,Mali,Beverages,Online,H,,,
1340,Europe,United Kingdom,Fruits,Offline,M,,,
1341,Central America and the Caribbean,The Bahamas,Beverages,Offline,H,,,
1342,Europe,Spain,Vegetables,Online,C,,,
1343,Sub-Saharan Africa,Madagascar,Vegetables,Offline,C,,,
1344,Europe,Cyprus,Baby Food,Online,M,,,
1345,Sub-Saharan Africa,Mauritania,Baby Food,Offline,M,,,
1346,Europe,Macedonia,Office Supplies,Offline,C,,,
1347,Middle East and North Africa,Azerbaijan,Household,Online,M,,,
1348,Europe,Romania,Personal Care,Offline,M,,,
1349,Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Offline,L,,,
1350,Europe,Kosovo,Vegetables,Offline,C,,,
1351,Europe,Bosnia and Herzegovina,Baby Food,Online,L,,,
1352,Europe,Greece,Cosmetics,Online,C,,,
1353,Europe,Norway,Snacks,Online,M,,,
1354,Sub-Saharan Africa,Mauritius ,Office Supplies,Online,L,,,
1355,Central America and the Caribbean,Nicaragua,Clothes,Offline,C,,,
1356,Europe,Malta,Baby Food,Offline,C,,,
1357,Central America and the Caribbean,Saint Lucia,Baby Food,Online,M,,,
1358,Asia,Sri Lanka,Clothes,Online,L,,,
1359,North America,Mexico,Beverages,Offline,L,,,
1360,Asia,North Korea,Fruits,Offline,H,,,
1361,Central America and the Caribbean,Nicaragua,Vegetables,Online,L,,,
1362,Sub-Saharan Africa,Botswana,Clothes,Offline,H,,,
1363,Europe,Poland,Snacks,Online,M,,,
1364,Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,H,,,
1365,Sub-Saharan Africa,Mauritius ,Baby Food,Online,M,,,
1366,Sub-Saharan Africa,Zambia,Meat,Online,H,,,
1367,Sub-Saharan Africa,Guinea,Clothes,Offline,H,,,
1368,Central America and the Caribbean,Nicaragua,Cereal,Online,M,,,
1369,Central America and the Caribbean,Haiti,Cosmetics,Online,M,,,
1370,Middle East and North Africa,Qatar,Fruits,Offline,L,,,
1371,Sub-Saharan Africa,Tanzania,Snacks,Offline,L,,,
1372,Europe,Kosovo,Baby Food,Offline,M,,,
1373,Europe,Luxembourg,Cosmetics,Online,C,,,
